"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"LVA","HUR","MEN","PC_LF","Q","2005-Q3",10.26667,
"LVA","HUR","MEN","PC_LF","Q","2005-Q4",9.366667,
"LVA","HUR","MEN","PC_LF","Q","2006-Q1",7.9,
"LVA","HUR","MEN","PC_LF","Q","2006-Q2",7.733333,
"LVA","HUR","MEN","PC_LF","Q","2006-Q3",6.9,
"LVA","HUR","MEN","PC_LF","Q","2006-Q4",6.8,
"LVA","HUR","MEN","PC_LF","Q","2007-Q1",7.466667,
"LVA","HUR","MEN","PC_LF","Q","2007-Q2",6.366667,
"LVA","HUR","MEN","PC_LF","Q","2007-Q3",6.266667,
"LVA","HUR","MEN","PC_LF","Q","2007-Q4",5.9,
"LVA","HUR","MEN","PC_LF","Q","2008-Q1",6.866667,
"LVA","HUR","MEN","PC_LF","Q","2008-Q2",6.4,
"LVA","HUR","MEN","PC_LF","Q","2008-Q3",8.266666,
"LVA","HUR","MEN","PC_LF","Q","2008-Q4",12.16667,
"LVA","HUR","MEN","PC_LF","Q","2009-Q1",16.5,
"LVA","HUR","MEN","PC_LF","Q","2009-Q2",20.4,
"LVA","HUR","MEN","PC_LF","Q","2009-Q3",22.9,
"LVA","HUR","MEN","PC_LF","Q","2009-Q4",24.2,
"LVA","HUR","MEN","PC_LF","Q","2010-Q1",25.6,
"LVA","HUR","MEN","PC_LF","Q","2010-Q2",23.36667,
"LVA","HUR","MEN","PC_LF","Q","2010-Q3",21.86667,
"LVA","HUR","MEN","PC_LF","Q","2010-Q4",20.06667,
"LVA","HUR","MEN","PC_LF","Q","2011-Q1",19.16667,
"LVA","HUR","MEN","PC_LF","Q","2011-Q2",19.76667,
"LVA","HUR","MEN","PC_LF","Q","2011-Q3",17.73333,
"LVA","HUR","MEN","PC_LF","Q","2011-Q4",17.73333,
"LVA","HUR","MEN","PC_LF","Q","2012-Q1",16.8,
"LVA","HUR","MEN","PC_LF","Q","2012-Q2",17,
"LVA","HUR","MEN","PC_LF","Q","2012-Q3",14.6,
"LVA","HUR","MEN","PC_LF","Q","2012-Q4",16.13333,
"LVA","HUR","MEN","PC_LF","Q","2013-Q1",13.9,
"LVA","HUR","MEN","PC_LF","Q","2013-Q2",11.8,
"LVA","HUR","MEN","PC_LF","Q","2013-Q3",12.36667,
"LVA","HUR","MEN","PC_LF","Q","2013-Q4",12.23333,
"LVA","HUR","MEN","PC_LF","Q","2014-Q1",13.1,
"LVA","HUR","MEN","PC_LF","Q","2014-Q2",11.93333,
"LVA","HUR","MEN","PC_LF","Q","2014-Q3",11.43333,
"LVA","HUR","MEN","PC_LF","Q","2014-Q4",10.83333,
"LVA","HUR","MEN","PC_LF","Q","2015-Q1",10.43333,
"LVA","HUR","MEN","PC_LF","Q","2015-Q2",11.1,
"LVA","HUR","MEN","PC_LF","Q","2015-Q3",11.5,
"LVA","HUR","MEN","PC_LF","Q","2015-Q4",11.33333,
"LVA","HUR","MEN","PC_LF","Q","2016-Q1",10.6,
"LVA","HUR","MEN","PC_LF","Q","2016-Q2",10.3,
"LVA","HUR","MEN","PC_LF","Q","2016-Q3",11.6,
"LVA","HUR","MEN","PC_LF","Q","2016-Q4",11.13333,
"LVA","HUR","MEN","PC_LF","Q","2017-Q1",10.2,
"LVA","HUR","MEN","PC_LF","Q","2017-Q2",10,
"LVA","HUR","MEN","PC_LF","Q","2017-Q3",9.466666,
"LVA","HUR","MEN","PC_LF","Q","2017-Q4",9.333333,
"LVA","HUR","MEN","PC_LF","Q","2018-Q1",8.633333,
"LVA","HUR","MEN","PC_LF","Q","2018-Q2",8.866667,
"LVA","HUR","MEN","PC_LF","Q","2018-Q3",8.333333,
"LVA","HUR","MEN","PC_LF","Q","2018-Q4",7.866667,
"LVA","HUR","MEN","PC_LF","Q","2019-Q1",7.466667,
"LVA","HUR","MEN","PC_LF","Q","2019-Q2",7.633333,
"LVA","HUR","MEN","PC_LF","Q","2019-Q3",6.966667,
"LVA","HUR","MEN","PC_LF","Q","2019-Q4",6.766667,
"LVA","HUR","MEN","PC_LF","Q","2020-Q1",8.333333,
"LVA","HUR","MEN","PC_LF","Q","2020-Q2",9.8,
"LVA","HUR","MEN","PC_LF","Q","2020-Q3",9.5,
"LVA","HUR","MEN","PC_LF","Q","2020-Q4",8.966666,
"JPN","HUR","MEN","PC_LF","M","1953-01",1.9,
"JPN","HUR","MEN","PC_LF","M","1953-02",1.9,
"JPN","HUR","MEN","PC_LF","M","1953-03",1.9,
"JPN","HUR","MEN","PC_LF","M","1953-04",2,
"JPN","HUR","MEN","PC_LF","M","1953-05",2.1,
"JPN","HUR","MEN","PC_LF","M","1953-06",2,
"JPN","HUR","MEN","PC_LF","M","1953-07",1.8,
"JPN","HUR","MEN","PC_LF","M","1953-08",1.8,
"JPN","HUR","MEN","PC_LF","M","1953-09",1.7,
"JPN","HUR","MEN","PC_LF","M","1953-10",1.8,
"JPN","HUR","MEN","PC_LF","M","1953-11",1.8,
"JPN","HUR","MEN","PC_LF","M","1953-12",1.6,
"JPN","HUR","MEN","PC_LF","M","1954-01",1.7,
"JPN","HUR","MEN","PC_LF","M","1954-02",1.9,
"JPN","HUR","MEN","PC_LF","M","1954-03",2,
"JPN","HUR","MEN","PC_LF","M","1954-04",2,
"JPN","HUR","MEN","PC_LF","M","1954-05",2.4,
"JPN","HUR","MEN","PC_LF","M","1954-06",2.4,
"JPN","HUR","MEN","PC_LF","M","1954-07",2.6,
"JPN","HUR","MEN","PC_LF","M","1954-08",2.8,
"JPN","HUR","MEN","PC_LF","M","1954-09",2.6,
"JPN","HUR","MEN","PC_LF","M","1954-10",2.6,
"JPN","HUR","MEN","PC_LF","M","1954-11",2.7,
"JPN","HUR","MEN","PC_LF","M","1954-12",2.8,
"JPN","HUR","MEN","PC_LF","M","1955-01",2.7,
"JPN","HUR","MEN","PC_LF","M","1955-02",2.6,
"JPN","HUR","MEN","PC_LF","M","1955-03",2.4,
"JPN","HUR","MEN","PC_LF","M","1955-04",2.6,
"JPN","HUR","MEN","PC_LF","M","1955-05",2.5,
"JPN","HUR","MEN","PC_LF","M","1955-06",2.8,
"JPN","HUR","MEN","PC_LF","M","1955-07",2.7,
"JPN","HUR","MEN","PC_LF","M","1955-08",2.7,
"JPN","HUR","MEN","PC_LF","M","1955-09",2.8,
"JPN","HUR","MEN","PC_LF","M","1955-10",2.9,
"JPN","HUR","MEN","PC_LF","M","1955-11",2.6,
"JPN","HUR","MEN","PC_LF","M","1955-12",2.6,
"JPN","HUR","MEN","PC_LF","M","1956-01",2.7,
"JPN","HUR","MEN","PC_LF","M","1956-02",2.6,
"JPN","HUR","MEN","PC_LF","M","1956-03",2.7,
"JPN","HUR","MEN","PC_LF","M","1956-04",2.5,
"JPN","HUR","MEN","PC_LF","M","1956-05",2.3,
"JPN","HUR","MEN","PC_LF","M","1956-06",2.1,
"JPN","HUR","MEN","PC_LF","M","1956-07",2.2,
"JPN","HUR","MEN","PC_LF","M","1956-08",2,
"JPN","HUR","MEN","PC_LF","M","1956-09",2.2,
"JPN","HUR","MEN","PC_LF","M","1956-10",2,
"JPN","HUR","MEN","PC_LF","M","1956-11",2.2,
"JPN","HUR","MEN","PC_LF","M","1956-12",2.4,
"JPN","HUR","MEN","PC_LF","M","1957-01",2.1,
"JPN","HUR","MEN","PC_LF","M","1957-02",2,
"JPN","HUR","MEN","PC_LF","M","1957-03",1.9,
"JPN","HUR","MEN","PC_LF","M","1957-04",1.9,
"JPN","HUR","MEN","PC_LF","M","1957-05",1.7,
"JPN","HUR","MEN","PC_LF","M","1957-06",1.6,
"JPN","HUR","MEN","PC_LF","M","1957-07",1.7,
"JPN","HUR","MEN","PC_LF","M","1957-08",1.8,
"JPN","HUR","MEN","PC_LF","M","1957-09",1.9,
"JPN","HUR","MEN","PC_LF","M","1957-10",1.9,
"JPN","HUR","MEN","PC_LF","M","1957-11",1.9,
"JPN","HUR","MEN","PC_LF","M","1957-12",1.9,
"JPN","HUR","MEN","PC_LF","M","1958-01",1.9,
"JPN","HUR","MEN","PC_LF","M","1958-02",2.1,
"JPN","HUR","MEN","PC_LF","M","1958-03",2.1,
"JPN","HUR","MEN","PC_LF","M","1958-04",2.1,
"JPN","HUR","MEN","PC_LF","M","1958-05",2.2,
"JPN","HUR","MEN","PC_LF","M","1958-06",2.3,
"JPN","HUR","MEN","PC_LF","M","1958-07",2.3,
"JPN","HUR","MEN","PC_LF","M","1958-08",2.4,
"JPN","HUR","MEN","PC_LF","M","1958-09",2.3,
"JPN","HUR","MEN","PC_LF","M","1958-10",2.3,
"JPN","HUR","MEN","PC_LF","M","1958-11",2.2,
"JPN","HUR","MEN","PC_LF","M","1958-12",1.9,
"JPN","HUR","MEN","PC_LF","M","1959-01",2.4,
"JPN","HUR","MEN","PC_LF","M","1959-02",2.5,
"JPN","HUR","MEN","PC_LF","M","1959-03",2.6,
"JPN","HUR","MEN","PC_LF","M","1959-04",2.4,
"JPN","HUR","MEN","PC_LF","M","1959-05",2.4,
"JPN","HUR","MEN","PC_LF","M","1959-06",2.5,
"JPN","HUR","MEN","PC_LF","M","1959-07",2.4,
"JPN","HUR","MEN","PC_LF","M","1959-08",2.4,
"JPN","HUR","MEN","PC_LF","M","1959-09",1.9,
"JPN","HUR","MEN","PC_LF","M","1959-10",2,
"JPN","HUR","MEN","PC_LF","M","1959-11",2.1,
"JPN","HUR","MEN","PC_LF","M","1959-12",2.1,
"JPN","HUR","MEN","PC_LF","M","1960-01",1.9,
"JPN","HUR","MEN","PC_LF","M","1960-02",1.7,
"JPN","HUR","MEN","PC_LF","M","1960-03",1.7,
"JPN","HUR","MEN","PC_LF","M","1960-04",1.6,
"JPN","HUR","MEN","PC_LF","M","1960-05",1.7,
"JPN","HUR","MEN","PC_LF","M","1960-06",1.6,
"JPN","HUR","MEN","PC_LF","M","1960-07",1.5,
"JPN","HUR","MEN","PC_LF","M","1960-08",1.4,
"JPN","HUR","MEN","PC_LF","M","1960-09",1.5,
"JPN","HUR","MEN","PC_LF","M","1960-10",1.4,
"JPN","HUR","MEN","PC_LF","M","1960-11",1.4,
"JPN","HUR","MEN","PC_LF","M","1960-12",1.5,
"JPN","HUR","MEN","PC_LF","M","1961-01",1.4,
"JPN","HUR","MEN","PC_LF","M","1961-02",1.4,
"JPN","HUR","MEN","PC_LF","M","1961-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1961-04",1.5,
"JPN","HUR","MEN","PC_LF","M","1961-05",1.4,
"JPN","HUR","MEN","PC_LF","M","1961-06",1.4,
"JPN","HUR","MEN","PC_LF","M","1961-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1961-08",1.4,
"JPN","HUR","MEN","PC_LF","M","1961-09",1.3,
"JPN","HUR","MEN","PC_LF","M","1961-10",1.3,
"JPN","HUR","MEN","PC_LF","M","1961-11",1.2,
"JPN","HUR","MEN","PC_LF","M","1961-12",1.1,
"JPN","HUR","MEN","PC_LF","M","1962-01",1.1,
"JPN","HUR","MEN","PC_LF","M","1962-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1962-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1962-04",1.2,
"JPN","HUR","MEN","PC_LF","M","1962-05",1,
"JPN","HUR","MEN","PC_LF","M","1962-06",1.3,
"JPN","HUR","MEN","PC_LF","M","1962-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1962-08",1,
"JPN","HUR","MEN","PC_LF","M","1962-09",1.1,
"JPN","HUR","MEN","PC_LF","M","1962-10",1.3,
"JPN","HUR","MEN","PC_LF","M","1962-11",1.3,
"JPN","HUR","MEN","PC_LF","M","1962-12",1.3,
"JPN","HUR","MEN","PC_LF","M","1963-01",1.3,
"JPN","HUR","MEN","PC_LF","M","1963-02",1.3,
"JPN","HUR","MEN","PC_LF","M","1963-03",1.3,
"JPN","HUR","MEN","PC_LF","M","1963-04",1.2,
"JPN","HUR","MEN","PC_LF","M","1963-05",1.3,
"JPN","HUR","MEN","PC_LF","M","1963-06",1,
"JPN","HUR","MEN","PC_LF","M","1963-07",1.1,
"JPN","HUR","MEN","PC_LF","M","1963-08",1.2,
"JPN","HUR","MEN","PC_LF","M","1963-09",1.2,
"JPN","HUR","MEN","PC_LF","M","1963-10",1.1,
"JPN","HUR","MEN","PC_LF","M","1963-11",1.2,
"JPN","HUR","MEN","PC_LF","M","1963-12",1.3,
"JPN","HUR","MEN","PC_LF","M","1964-01",1.2,
"JPN","HUR","MEN","PC_LF","M","1964-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1964-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1964-04",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-05",1,
"JPN","HUR","MEN","PC_LF","M","1964-06",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-07",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-08",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-09",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-10",1.1,
"JPN","HUR","MEN","PC_LF","M","1964-11",1,
"JPN","HUR","MEN","PC_LF","M","1964-12",1,
"JPN","HUR","MEN","PC_LF","M","1965-01",1,
"JPN","HUR","MEN","PC_LF","M","1965-02",1.1,
"JPN","HUR","MEN","PC_LF","M","1965-03",1,
"JPN","HUR","MEN","PC_LF","M","1965-04",1.1,
"JPN","HUR","MEN","PC_LF","M","1965-05",1.1,
"JPN","HUR","MEN","PC_LF","M","1965-06",1.2,
"JPN","HUR","MEN","PC_LF","M","1965-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1965-08",1.2,
"JPN","HUR","MEN","PC_LF","M","1965-09",1.2,
"JPN","HUR","MEN","PC_LF","M","1965-10",1.3,
"JPN","HUR","MEN","PC_LF","M","1965-11",1.2,
"JPN","HUR","MEN","PC_LF","M","1965-12",1.2,
"JPN","HUR","MEN","PC_LF","M","1966-01",1.3,
"JPN","HUR","MEN","PC_LF","M","1966-02",1.1,
"JPN","HUR","MEN","PC_LF","M","1966-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1966-04",1.2,
"JPN","HUR","MEN","PC_LF","M","1966-05",1.3,
"JPN","HUR","MEN","PC_LF","M","1966-06",1.1,
"JPN","HUR","MEN","PC_LF","M","1966-07",1.1,
"JPN","HUR","MEN","PC_LF","M","1966-08",1.3,
"JPN","HUR","MEN","PC_LF","M","1966-09",1.3,
"JPN","HUR","MEN","PC_LF","M","1966-10",1.2,
"JPN","HUR","MEN","PC_LF","M","1966-11",1.2,
"JPN","HUR","MEN","PC_LF","M","1966-12",1.2,
"JPN","HUR","MEN","PC_LF","M","1967-01",1.2,
"JPN","HUR","MEN","PC_LF","M","1967-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1967-03",1.3,
"JPN","HUR","MEN","PC_LF","M","1967-04",1.1,
"JPN","HUR","MEN","PC_LF","M","1967-05",1.1,
"JPN","HUR","MEN","PC_LF","M","1967-06",1.2,
"JPN","HUR","MEN","PC_LF","M","1967-07",1.1,
"JPN","HUR","MEN","PC_LF","M","1967-08",1,
"JPN","HUR","MEN","PC_LF","M","1967-09",1,
"JPN","HUR","MEN","PC_LF","M","1967-10",1.2,
"JPN","HUR","MEN","PC_LF","M","1967-11",1.3,
"JPN","HUR","MEN","PC_LF","M","1967-12",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-01",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-02",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1968-04",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-05",1.1,
"JPN","HUR","MEN","PC_LF","M","1968-06",1.2,
"JPN","HUR","MEN","PC_LF","M","1968-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-08",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-09",1.3,
"JPN","HUR","MEN","PC_LF","M","1968-10",1.1,
"JPN","HUR","MEN","PC_LF","M","1968-11",1.1,
"JPN","HUR","MEN","PC_LF","M","1968-12",1.1,
"JPN","HUR","MEN","PC_LF","M","1969-01",1.1,
"JPN","HUR","MEN","PC_LF","M","1969-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1969-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1969-04",1.2,
"JPN","HUR","MEN","PC_LF","M","1969-05",1.3,
"JPN","HUR","MEN","PC_LF","M","1969-06",1.4,
"JPN","HUR","MEN","PC_LF","M","1969-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1969-08",1.2,
"JPN","HUR","MEN","PC_LF","M","1969-09",1.1,
"JPN","HUR","MEN","PC_LF","M","1969-10",1,
"JPN","HUR","MEN","PC_LF","M","1969-11",1,
"JPN","HUR","MEN","PC_LF","M","1969-12",1.1,
"JPN","HUR","MEN","PC_LF","M","1970-01",1.1,
"JPN","HUR","MEN","PC_LF","M","1970-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1970-03",1.1,
"JPN","HUR","MEN","PC_LF","M","1970-04",1.2,
"JPN","HUR","MEN","PC_LF","M","1970-05",1.1,
"JPN","HUR","MEN","PC_LF","M","1970-06",1.1,
"JPN","HUR","MEN","PC_LF","M","1970-07",1.2,
"JPN","HUR","MEN","PC_LF","M","1970-08",1.3,
"JPN","HUR","MEN","PC_LF","M","1970-09",1.3,
"JPN","HUR","MEN","PC_LF","M","1970-10",1.5,
"JPN","HUR","MEN","PC_LF","M","1970-11",1.3,
"JPN","HUR","MEN","PC_LF","M","1970-12",1.2,
"JPN","HUR","MEN","PC_LF","M","1971-01",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-02",1.2,
"JPN","HUR","MEN","PC_LF","M","1971-03",1.2,
"JPN","HUR","MEN","PC_LF","M","1971-04",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-05",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-06",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-08",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-09",1.2,
"JPN","HUR","MEN","PC_LF","M","1971-10",1.3,
"JPN","HUR","MEN","PC_LF","M","1971-11",1.4,
"JPN","HUR","MEN","PC_LF","M","1971-12",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-01",1.6,
"JPN","HUR","MEN","PC_LF","M","1972-02",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-03",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-04",1.4,
"JPN","HUR","MEN","PC_LF","M","1972-05",1.4,
"JPN","HUR","MEN","PC_LF","M","1972-06",1.4,
"JPN","HUR","MEN","PC_LF","M","1972-07",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-08",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-09",1.7,
"JPN","HUR","MEN","PC_LF","M","1972-10",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-11",1.5,
"JPN","HUR","MEN","PC_LF","M","1972-12",1.4,
"JPN","HUR","MEN","PC_LF","M","1973-01",1.4,
"JPN","HUR","MEN","PC_LF","M","1973-02",1.3,
"JPN","HUR","MEN","PC_LF","M","1973-03",1.3,
"JPN","HUR","MEN","PC_LF","M","1973-04",1.4,
"JPN","HUR","MEN","PC_LF","M","1973-05",1.4,
"JPN","HUR","MEN","PC_LF","M","1973-06",1.5,
"JPN","HUR","MEN","PC_LF","M","1973-07",1.4,
"JPN","HUR","MEN","PC_LF","M","1973-08",1.2,
"JPN","HUR","MEN","PC_LF","M","1973-09",1.3,
"JPN","HUR","MEN","PC_LF","M","1973-10",1.1,
"JPN","HUR","MEN","PC_LF","M","1973-11",1.3,
"JPN","HUR","MEN","PC_LF","M","1973-12",1.2,
"JPN","HUR","MEN","PC_LF","M","1974-01",1.3,
"JPN","HUR","MEN","PC_LF","M","1974-02",1.4,
"JPN","HUR","MEN","PC_LF","M","1974-03",1.4,
"JPN","HUR","MEN","PC_LF","M","1974-04",1.3,
"JPN","HUR","MEN","PC_LF","M","1974-05",1.4,
"JPN","HUR","MEN","PC_LF","M","1974-06",1.3,
"JPN","HUR","MEN","PC_LF","M","1974-07",1.3,
"JPN","HUR","MEN","PC_LF","M","1974-08",1.5,
"JPN","HUR","MEN","PC_LF","M","1974-09",1.4,
"JPN","HUR","MEN","PC_LF","M","1974-10",1.6,
"JPN","HUR","MEN","PC_LF","M","1974-11",1.5,
"JPN","HUR","MEN","PC_LF","M","1974-12",1.7,
"JPN","HUR","MEN","PC_LF","M","1975-01",1.7,
"JPN","HUR","MEN","PC_LF","M","1975-02",1.8,
"JPN","HUR","MEN","PC_LF","M","1975-03",1.8,
"JPN","HUR","MEN","PC_LF","M","1975-04",1.9,
"JPN","HUR","MEN","PC_LF","M","1975-05",1.8,
"JPN","HUR","MEN","PC_LF","M","1975-06",2,
"JPN","HUR","MEN","PC_LF","M","1975-07",1.9,
"JPN","HUR","MEN","PC_LF","M","1975-08",2,
"JPN","HUR","MEN","PC_LF","M","1975-09",2.1,
"JPN","HUR","MEN","PC_LF","M","1975-10",2.3,
"JPN","HUR","MEN","PC_LF","M","1975-11",2.2,
"JPN","HUR","MEN","PC_LF","M","1975-12",2.4,
"JPN","HUR","MEN","PC_LF","M","1976-01",2.4,
"JPN","HUR","MEN","PC_LF","M","1976-02",2.1,
"JPN","HUR","MEN","PC_LF","M","1976-03",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-04",2.3,
"JPN","HUR","MEN","PC_LF","M","1976-05",2.3,
"JPN","HUR","MEN","PC_LF","M","1976-06",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-07",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-08",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-09",2.1,
"JPN","HUR","MEN","PC_LF","M","1976-10",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-11",2.2,
"JPN","HUR","MEN","PC_LF","M","1976-12",1.9,
"JPN","HUR","MEN","PC_LF","M","1977-01",2.1,
"JPN","HUR","MEN","PC_LF","M","1977-02",2.2,
"JPN","HUR","MEN","PC_LF","M","1977-03",2.1,
"JPN","HUR","MEN","PC_LF","M","1977-04",2.1,
"JPN","HUR","MEN","PC_LF","M","1977-05",2.2,
"JPN","HUR","MEN","PC_LF","M","1977-06",2.2,
"JPN","HUR","MEN","PC_LF","M","1977-07",2.3,
"JPN","HUR","MEN","PC_LF","M","1977-08",2.1,
"JPN","HUR","MEN","PC_LF","M","1977-09",2.1,
"JPN","HUR","MEN","PC_LF","M","1977-10",2,
"JPN","HUR","MEN","PC_LF","M","1977-11",2,
"JPN","HUR","MEN","PC_LF","M","1977-12",2.2,
"JPN","HUR","MEN","PC_LF","M","1978-01",2.2,
"JPN","HUR","MEN","PC_LF","M","1978-02",2.4,
"JPN","HUR","MEN","PC_LF","M","1978-03",2.3,
"JPN","HUR","MEN","PC_LF","M","1978-04",2.2,
"JPN","HUR","MEN","PC_LF","M","1978-05",2.4,
"JPN","HUR","MEN","PC_LF","M","1978-06",2.5,
"JPN","HUR","MEN","PC_LF","M","1978-07",2.3,
"JPN","HUR","MEN","PC_LF","M","1978-08",2.4,
"JPN","HUR","MEN","PC_LF","M","1978-09",2.5,
"JPN","HUR","MEN","PC_LF","M","1978-10",2.4,
"JPN","HUR","MEN","PC_LF","M","1978-11",2.4,
"JPN","HUR","MEN","PC_LF","M","1978-12",2.3,
"JPN","HUR","MEN","PC_LF","M","1979-01",2.2,
"JPN","HUR","MEN","PC_LF","M","1979-02",2.1,
"JPN","HUR","MEN","PC_LF","M","1979-03",2.2,
"JPN","HUR","MEN","PC_LF","M","1979-04",2.2,
"JPN","HUR","MEN","PC_LF","M","1979-05",2,
"JPN","HUR","MEN","PC_LF","M","1979-06",2.1,
"JPN","HUR","MEN","PC_LF","M","1979-07",2.2,
"JPN","HUR","MEN","PC_LF","M","1979-08",2.2,
"JPN","HUR","MEN","PC_LF","M","1979-09",2.1,
"JPN","HUR","MEN","PC_LF","M","1979-10",2.1,
"JPN","HUR","MEN","PC_LF","M","1979-11",2.1,
"JPN","HUR","MEN","PC_LF","M","1979-12",2.1,
"JPN","HUR","MEN","PC_LF","M","1980-01",2,
"JPN","HUR","MEN","PC_LF","M","1980-02",2,
"JPN","HUR","MEN","PC_LF","M","1980-03",1.9,
"JPN","HUR","MEN","PC_LF","M","1980-04",1.9,
"JPN","HUR","MEN","PC_LF","M","1980-05",2,
"JPN","HUR","MEN","PC_LF","M","1980-06",1.9,
"JPN","HUR","MEN","PC_LF","M","1980-07",2.1,
"JPN","HUR","MEN","PC_LF","M","1980-08",2.1,
"JPN","HUR","MEN","PC_LF","M","1980-09",2,
"JPN","HUR","MEN","PC_LF","M","1980-10",2.1,
"JPN","HUR","MEN","PC_LF","M","1980-11",2.3,
"JPN","HUR","MEN","PC_LF","M","1980-12",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-01",2.2,
"JPN","HUR","MEN","PC_LF","M","1981-02",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-03",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-04",2.4,
"JPN","HUR","MEN","PC_LF","M","1981-05",2.4,
"JPN","HUR","MEN","PC_LF","M","1981-06",2.2,
"JPN","HUR","MEN","PC_LF","M","1981-07",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-08",2.1,
"JPN","HUR","MEN","PC_LF","M","1981-09",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-10",2.3,
"JPN","HUR","MEN","PC_LF","M","1981-11",2.2,
"JPN","HUR","MEN","PC_LF","M","1981-12",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-01",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-02",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-03",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-04",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-05",2.3,
"JPN","HUR","MEN","PC_LF","M","1982-06",2.5,
"JPN","HUR","MEN","PC_LF","M","1982-07",2.4,
"JPN","HUR","MEN","PC_LF","M","1982-08",2.4,
"JPN","HUR","MEN","PC_LF","M","1982-09",2.4,
"JPN","HUR","MEN","PC_LF","M","1982-10",2.5,
"JPN","HUR","MEN","PC_LF","M","1982-11",2.4,
"JPN","HUR","MEN","PC_LF","M","1982-12",2.5,
"JPN","HUR","MEN","PC_LF","M","1983-01",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-02",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-03",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-04",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-05",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-06",2.6,
"JPN","HUR","MEN","PC_LF","M","1983-07",2.5,
"JPN","HUR","MEN","PC_LF","M","1983-08",2.8,
"JPN","HUR","MEN","PC_LF","M","1983-09",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-10",2.6,
"JPN","HUR","MEN","PC_LF","M","1983-11",2.7,
"JPN","HUR","MEN","PC_LF","M","1983-12",2.6,
"JPN","HUR","MEN","PC_LF","M","1984-01",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-02",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-03",2.6,
"JPN","HUR","MEN","PC_LF","M","1984-04",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-05",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-06",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-07",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-08",2.7,
"JPN","HUR","MEN","PC_LF","M","1984-09",2.8,
"JPN","HUR","MEN","PC_LF","M","1984-10",2.7,
